	genes	ranking	Gene.name.x	genes2	Final.CANDIDATES	X1	GENEBIOTYPE	SYMBOL	GENENAME
1	ENSMUSG00000097451	1	Rian	RIAN	AXON	CONTRAS	processed_transcript	Rian	Rian
2	ENSMUSG00000040856	2	Dlk1	DLK1	AXON	CONTRAS	protein_coding	Dlk1	Dlk1
3	ENSMUSG00000029697	3	Fezf1	FEZF1	AXON	CONTRAS	protein_coding	Fezf1	Fezf1
4	ENSMUSG00000086296	4	D030055H07Rik	D030055H07RIK	AXON	CONTRAS	antisense	D030055H07Rik	D030055H07Rik
5	ENSMUSG00000021466	5	Ptch1	PTCH1	AXON	CONTRAS	protein_coding	Ptch1	Ptch1
6	ENSMUSG00000048251	6	Bcl11b	BCL11B	AXON	CONTRAS	protein_coding	Bcl11b	Bcl11b
7	ENSMUSG00000033740	7	St18	ST18	AXON	CONTRAS	protein_coding	St18	St18
8	ENSMUSG00000106775	8	C130093G08Rik	C130093G08RIK	AXON	CONTRAS	NA	NA	NA
9	ENSMUSG00000020258	9	Glyctk	GLYCTK	AXON	CONTRAS	protein_coding	Glyctk	Glyctk
10	ENSMUSG00000021453	10	Gadd45g	GADD45G	AXON	CONTRAS	protein_coding	Gadd45g	Gadd45g
11	ENSMUSG00000001496	11	Nkx2-1	NKX2-1	AXON	CONTRAS	protein_coding	Nkx2-1	Nkx2-1
12	ENSMUSG00000086503	12	Xist	XIST	AXON	CONTRAS	lincRNA	Xist	Xist
13	ENSMUSG00000020052	13	Ascl1	ASCL1	AXON	CONTRAS	protein_coding	Ascl1	Ascl1
14	ENSMUSG00000029673	14	Auts2	AUTS2	AXON	CONTRAS	protein_coding	Auts2	Auts2
15	ENSMUSG00000050334	15	C130071C03Rik	C130071C03RIK	AXON	CONTRAS	lincRNA	C130071C03Rik	C130071C03Rik
16	ENSMUSG00000103427	16	Gm37534	GM37534	AXON	CONTRAS	TEC	RP23-44N5.4	RP23-44N5.4
17	ENSMUSG00000047935	17	Sox1ot	SOX1OT	AXON	CONTRAS	sense_overlapping	Gm5607	Gm5607
18	ENSMUSG00000041708	18	Mpped1	MPPED1	AXON	CONTRAS	protein_coding	Mpped1	Mpped1
19	ENSMUSG00000097311	19	Gm26871	GM26871	AXON	CONTRAS	lincRNA	Gm26871	Gm26871
20	ENSMUSG00000104901	20	Gm42692	GM42692	AXON	CONTRAS	NA	NA	NA
21	ENSMUSG00000027434	21	Nkx2-2	NKX2-2	AXON	CONTRAS	protein_coding	Nkx2-2	Nkx2-2
22	ENSMUSG00000030551	22	Nr2f2	NR2F2	AXON	CONTRAS	protein_coding	Nr2f2	Nr2f2
23	ENSMUSG00000052187	23	Hbb-y	HBB-Y	AXON	CONTRAS	protein_coding	Hbb-y	Hbb-y
24	ENSMUSG00000097767	24	Miat	MIAT	AXON	CONTRAS	lincRNA	Miat	Miat
25	ENSMUSG00000068740	25	Celsr2	CELSR2	AXON	CONTRAS	protein_coding	Celsr2	Celsr2
26	ENSMUSG00000022483	26	Col2a1	COL2A1	AXON	CONTRAS	protein_coding	Col2a1	Col2a1
27	ENSMUSG00000090386	27	Mir99ahg	MIR99AHG	AXON	CONTRAS	processed_transcript	Mir99ahg	Mir99ahg
28	ENSMUSG00000054252	28	Fgfr3	FGFR3	AXON	CONTRAS	protein_coding	Fgfr3	Fgfr3
29	ENSMUSG00000097971	29	NA	NA	AXON	CONTRAS	processed_transcript	Gm26917	Gm26917
30	ENSMUSG00000098202	30	B830012L14Rik	B830012L14RIK	AXON	CONTRAS	lincRNA	B830012L14Rik	B830012L14Rik
31	ENSMUSG00000047085	31	Lrrc4b	LRRC4B	AXON	CONTRAS	protein_coding	Lrrc4b	Lrrc4b
32	ENSMUSG00000091095	32	NA	NA	AXON	CONTRAS	protein_coding	Gm17305	Gm17305
33	ENSMUSG00000018476	33	Kdm6b	KDM6B	AXON	CONTRAS	protein_coding	Kdm6b	Kdm6b
34	ENSMUSG00000039801	34	Cplane1	CPLANE1	AXON	CONTRAS	protein_coding	2410089E03Rik	2410089E03Rik
35	ENSMUSG00000048154	35	Kmt2d	KMT2D	AXON	CONTRAS	protein_coding	Kmt2d	Kmt2d
36	ENSMUSG00000080316	36	Spaca6	SPACA6	AXON	CONTRAS	protein_coding	Spaca6	Spaca6
37	ENSMUSG00000002028	37	Kmt2a	KMT2A	AXON	CONTRAS	protein_coding	Kmt2a	Kmt2a
38	ENSMUSG00000028047	38	Thbs3	THBS3	AXON	CONTRAS	protein_coding	Thbs3	Thbs3
39	ENSMUSG00000085396	39	Firre	FIRRE	AXON	CONTRAS	processed_transcript	Firre	Firre
40	ENSMUSG00000069170	40	Adgrv1	ADGRV1	AXON	CONTRAS	protein_coding	Gpr98	Gpr98
41	ENSMUSG00000027070	41	Lrp2	LRP2	AXON	CONTRAS	protein_coding	Lrp2	Lrp2
42	ENSMUSG00000039477	42	Tnrc18	TNRC18	AXON	CONTRAS	protein_coding	Tnrc18	Tnrc18
43	ENSMUSG00000107766	43	Gm44073	GM44073	AXON	CONTRAS	NA	NA	NA
44	ENSMUSG00000103784	44	Gm37526	GM37526	AXON	CONTRAS	TEC	RP23-175G2.4	RP23-175G2.4
45	ENSMUSG00000085007	45	Smim43/Gm11549	SMIM43/GM11549	AXON	CONTRAS	processed_transcript	Gm11549	Gm11549
46	ENSMUSG00000088207	46	NA	NA	AXON	CONTRAS	rRNA	Gm23756	Gm23756
47	ENSMUSG00000104581	47	Gm42497	GM42497	AXON	CONTRAS	NA	NA	NA
48	ENSMUSG00000097986	48	Gm26953	GM26953	AXON	CONTRAS	lincRNA	Gm26953	Gm26953
49	ENSMUSG00000031822	49	Gse1	GSE1	AXON	CONTRAS	protein_coding	Gse1	Gse1
50	ENSMUSG00000073991	50	Cnbd1	CNBD1	AXON	CONTRAS	protein_coding	Cnbd1	Cnbd1
51	ENSMUSG00000022974	51	Paxbp1	PAXBP1	AXON	CONTRAS	protein_coding	Paxbp1	Paxbp1
52	ENSMUSG00000047501	52	Cldn4	CLDN4	AXON	CONTRAS	protein_coding	Cldn4	Cldn4
53	ENSMUSG00000083149	53	Gm11380	GM11380	AXON	CONTRAS	processed_pseudogene	Gm11380	Gm11380
54	ENSMUSG00000071361	54	Mcpt9	MCPT9	AXON	CONTRAS	protein_coding	Mcpt9	Mcpt9
55	ENSMUSG00000102969	55	Gm33366	GM33366	AXON	CONTRAS	TEC	RP23-88A13.4	RP23-88A13.4
56	ENSMUSG00000075074	56	Olfr1254	OLFR1254	AXON	CONTRAS	protein_coding	Olfr1254	Olfr1254
57	ENSMUSG00000084788	57	Gm11342	GM11342	AXON	CONTRAS	lincRNA	Gm11342	Gm11342
58	ENSMUSG00000080906	58	Gm12095	GM12095	AXON	CONTRAS	processed_pseudogene	Gm12095	Gm12095
59	ENSMUSG00000088602	59	NA	NA	AXON	CONTRAS	snRNA	Gm24191	Gm24191
60	ENSMUSG00000089820	60	Gm15775	GM15775	AXON	CONTRAS	antisense	Gm15775	Gm15775
61	ENSMUSG00000084875	61	4930570D08Rik	4930570D08RIK	AXON	CONTRAS	processed_transcript	4930570D08Rik	4930570D08Rik
62	ENSMUSG00000086557	62	Gm15999	GM15999	AXON	CONTRAS	processed_transcript	Gm15999	Gm15999
63	ENSMUSG00000035638	63	Muc20	MUC20	AXON	CONTRAS	protein_coding	Muc20	Muc20
64	ENSMUSG00000024774	64	Ankrd22	ANKRD22	AXON	CONTRAS	protein_coding	Ankrd22	Ankrd22
65	ENSMUSG00000092549	65	Gm20491	GM20491	AXON	CONTRAS	processed_pseudogene	Gm20491	Gm20491
66	ENSMUSG00000097996	66	Gm5313	GM5313	AXON	CONTRAS	processed_pseudogene	Gm5313	Gm5313
67	ENSMUSG00000051257	67	Trap1a	TRAP1A	AXON	CONTRAS	protein_coding	Trap1a	Trap1a
68	ENSMUSG00000084332	68	Gm8840	GM8840	AXON	CONTRAS	processed_pseudogene	Gm8840	Gm8840
69	ENSMUSG00000064591	69	Gm22302	GM22302	AXON	CONTRAS	snRNA	Gm22302	Gm22302
70	ENSMUSG00000106991	70	Gm43399	GM43399	AXON	CONTRAS	NA	NA	NA
71	ENSMUSG00000047014	71	Catsperb	CATSPERB	AXON	CONTRAS	protein_coding	Catsperb	Catsperb
72	ENSMUSG00000080657	72	Mir669i	MIR669I	AXON	CONTRAS	miRNA	Mir669i	Mir669i
73	ENSMUSG00000104312	73	Gm37912	GM37912	AXON	CONTRAS	antisense	RP23-429I18.2	RP23-429I18.2
74	ENSMUSG00000104547	74	Gm43022	GM43022	AXON	CONTRAS	NA	NA	NA
75	ENSMUSG00000029068	75	Ccnl2	CCNL2	AXON	CONTRAS	protein_coding	Ccnl2	Ccnl2
76	ENSMUSG00000064927	76	Gm22043	GM22043	AXON	CONTRAS	snRNA	Gm22043	Gm22043
77	ENSMUSG00000104625	77	Gm42448	GM42448	AXON	CONTRAS	NA	NA	NA
78	ENSMUSG00000105890	78	Gm42780	GM42780	AXON	CONTRAS	NA	NA	NA
79	ENSMUSG00000107690	79	Gm44044	GM44044	AXON	CONTRAS	NA	NA	NA
80	ENSMUSG00000106826	80	Gm42583	GM42583	AXON	CONTRAS	NA	NA	NA
81	ENSMUSG00000037270	81	4932438A13Rik	4932438A13RIK	AXON	CONTRAS	protein_coding	4932438A13Rik	4932438A13Rik
82	ENSMUSG00000106045	82	Gm42996	GM42996	AXON	CONTRAS	NA	NA	NA
83	ENSMUSG00000074024	83	4632427E13Rik	4632427E13RIK	AXON	CONTRAS	antisense	4632427E13Rik	4632427E13Rik
84	ENSMUSG00000065578	84	Mir181b-2	MIR181B-2	AXON	CONTRAS	miRNA	Mir181b-2	Mir181b-2
85	ENSMUSG00000097668	85	Gm26761	GM26761	AXON	CONTRAS	lincRNA	Gm26761	Gm26761
86	ENSMUSG00000105615	86	Gm31048	GM31048	AXON	CONTRAS	NA	NA	NA
87	ENSMUSG00000092093	87	Gm17528	GM17528	AXON	CONTRAS	pseudogene	Gm17528	Gm17528
88	ENSMUSG00000102922	88	Gm34176	GM34176	AXON	CONTRAS	processed_pseudogene	RP23-284K5.1	RP23-284K5.1
89	ENSMUSG00000084671	89	NA	NA	AXON	CONTRAS	misc_RNA	Gm26023	Gm26023
90	ENSMUSG00000098041	90	Gm26981	GM26981	AXON	CONTRAS	lincRNA	Gm26981	Gm26981
91	ENSMUSG00000037876	91	Jmjd1c	JMJD1C	AXON	CONTRAS	protein_coding	Jmjd1c	Jmjd1c
92	ENSMUSG00000103091	92	Gm37555	GM37555	AXON	CONTRAS	TEC	RP23-242A12.1	RP23-242A12.1
93	ENSMUSG00000102579	93	Gm37965	GM37965	AXON	CONTRAS	TEC	RP24-204F16.4	RP24-204F16.4
94	ENSMUSG00000031821	94	Gins2	GINS2	AXON	CONTRAS	protein_coding	Gins2	Gins2
95	ENSMUSG00000032855	95	Pkd1	PKD1	AXON	CONTRAS	protein_coding	Pkd1	Pkd1
96	ENSMUSG00000061780	96	Cfd	CFD	AXON	CONTRAS	protein_coding	Cfd	Cfd
97	ENSMUSG00000073457	97	Smok2b	SMOK2B	AXON	CONTRAS	protein_coding	Smok2b	Smok2b
98	ENSMUSG00000101265	98	Gm29099	GM29099	AXON	CONTRAS	lincRNA	Gm29099	Gm29099
99	ENSMUSG00000087895	99	NA	NA	AXON	CONTRAS	miRNA	Gm25281	Gm25281
100	ENSMUSG00000087393	100	1700023C21Rik	1700023C21RIK	AXON	CONTRAS	lincRNA	1700023C21Rik	1700023C21Rik
101	ENSMUSG00000097545	101	Mir124a-1hg	MIR124A-1HG	AXON	CONTRAS	lincRNA	A930011O12Rik	A930011O12Rik
102	ENSMUSG00000064622	102	Gm22304	GM22304	AXON	CONTRAS	snoRNA	Gm22304	Gm22304
